Title,Created Date,smokeTests_certificate,sanity_sanityTests_certificate,regressionTests_certificate,useCaseTesting_certificate,endToEnd_systemTests_certificate,uatTest_certificate,databaseTests_certificate,serviceTesting_certificate,loadTests_certificate,stressTests_certificate,spikeTests_certificate,volumeTests_certificate,TipoDeEjecucionCertificate,automatedFunctionality_certificate,candidateToAutomate_certificate,loadTestsExecuted_certificate,loadingScript_certificate,loadTestingCandidate_certificate,executionEnvironment_certificate,Tipo de Incidente,Esfuerzo_certificate,unitTestingDevelopment_certificate,integrationTestingDevelopment_certificate,closedTests_certificate,critical_highBugs_certificate,opinion_certificate,EVC_CelulaCertificate,Enviroment
CERTI - TRANSACCIONAL - LA ACADEMIA: Reporte EFV devolución de comisiones,21/11/2023,F,F,F,T,F,F,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,2,T,T,T,F,Satisfactorio,Depósito Transaccional y Seguros/La Academia,
CERTI | ACTIVATE 18 | GÉNESIS | Control de cambios al MAC 9,21/11/2023,F,F,T,T,T,F,F,F,F,F,F,F,Manual,F,F,F,F,F,QA,Evolutivo,5,T,T,T,F,Satisfactorio,Actívate 18/Genesis,
CERTI | ACTIVATE 18 | GÉNESIS | Control de cambios a MAC edad mínima 18 años,21/11/2023,F,F,T,T,T,T,F,T,F,F,F,F,Manual,F,F,F,F,F,QA,Evolutivo,5,T,T,T,F,Satisfactorio,Actívate 18/Genesis,
CERTI | ACTIVATE 18 | Genesis | CC_Archivo_IngestasBitácoraCUN,22/11/2023,F,F,F,F,F,T,T,F,F,F,F,F,Manual,F,F,F,F,F,QA,Evolutivo,5,T,T,T,F,Satisfactorio,Actívate 18/Genesis,
CERTI - CMPM - MERCADEO: Configuración para habilitar o inhabilitar sección de promociones auto gestionables por cliente,22/11/2023,F,F,F,T,T,T,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,6,T,T,T,F,Satisfactorio,Canales - Medios de Pago - Mercadeo/Mercadeo,
CERTI | A18 | GÉNESIS | Control de cambios consulta de tarjetas de crédito,22/11/2023,F,F,F,T,T,T,F,T,F,F,F,F,Manual,F,F,F,F,F,QA,Evolutivo,5,T,T,T,F,Satisfactorio,Actívate 18/Genesis,
CERTI | Activate 18 | Génesis |  Control de cambios Generación de documentos llenos,23/11/2023,F,F,T,T,T,T,F,T,F,F,F,F,Manual,F,F,F,F,T,QA,Evolutivo,50,T,T,T,F,Satisfactorio,Actívate 18/Genesis,
CERTI | A18 | Génesis | Actualizar las cartas de Autoconstancia de ingresos,23/11/2023,F,F,T,T,T,T,F,T,F,F,F,F,Manual,F,F,F,F,T,QA,Evolutivo,5,T,T,T,F,Satisfactorio,Actívate 18/Genesis,
CERTI - ACELERADORA - PFM: Agregar campo- nombre del tercero (nombre de la cuenta) ACH reporte histórico transaccional MAC,23/11/2023,T,F,T,T,T,F,F,T,F,F,F,F,Manual,F,F,F,F,F,QA,Express,15,T,T,F,F,Satisfactorio,Aceleradora/PFM,
CERTI - BEG18 - ECOSISTEMA - IMPULSAME: Consulta tipo de envío y costo en proceso de pago,23/11/2023,F,F,F,T,T,F,F,F,F,F,F,F,Manual,F,T,F,F,F,QA,Express,21,T,T,T,F,Satisfactorio,Beg 18/Nómina Ecosistema,
CERTI - BEG 18 - TRANSACCIONAL: Inicio Pruebas QA ACH,23/11/2023,F,F,T,T,T,F,T,F,F,F,F,F,Manual,F,T,F,F,T,QA,Evolutivo,10,T,T,F,F,Satisfactorio,Beg 18/Negocio Transaccional2,
CERTI - EVOLUCION INTERNA - SPARTANS/LA CUADRA:MCI Nomina Registro Horas Extra ,23/11/2023,F,F,F,T,F,T,T,F,F,F,F,F,Manual,F,T,F,F,F,Desarrollo,Express,4,F,F,T,F,Satisfactorio,Evolución Interna/Administración + Talento Humano,
CERTI - BEG18 - ECOSISTEMA - IMPULSAME: Filtros en categorías de Marca y Color,23/11/2023,T,F,F,T,F,F,T,F,F,F,F,F,Manual,F,T,F,F,F,QA,Express,18,F,F,T,F,Satisfactorio,Beg 18/Nómina Ecosistema,
CERTI - CMPM - CANALES DIGITALES: Habilitar Campos en Formulario SGR Operaciones Varias de Seguros,23/11/2023,F,F,F,T,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,3,T,T,T,F,Satisfactorio,Canales - Medios de Pago - Mercadeo/Canales Digitales,
CERTI - BEG 18 - TRANSACCIONAL: Pruebas QA ACH Entrante / Rechazado,23/11/2023,F,F,T,T,F,F,T,F,F,F,F,F,Manual,F,T,F,F,T,QA,Evolutivo,9,T,T,F,F,Satisfactorio,Beg 18/Negocio Transaccional2,
"CERTI - CMPM - QUE EXPLOTA | TD- 661,477 -Mejoras en la acción vida token",24/11/2023,F,F,F,T,F,F,T,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,2,T,T,T,F,Satisfactorio,Canales - Medios de Pago - Mercadeo/Qué Explota,
CERTI - BEG18 - ECOSISTEMA - IMPULSAME: Paginación en categorías de productos,24/11/2023,F,F,F,T,F,F,F,F,F,F,F,F,Automatizado,F,T,F,F,F,QA,Express,10,T,T,T,F,Satisfactorio,Beg 18/Nómina Ecosistema,
CERTI - CICLO DE CREDITO - CLIENTE MAS ORIGINACION: Modificación Campo destino económico,24/11/2023,T,F,F,T,F,T,T,T,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,2,T,T,F,F,Satisfactorio,Ciclo de Crédito/Cliente mas Originación,
CERTI - BEG 18 - TRANSACCIONAL: Nomina: pruebas transacciones detalladas,28/11/2023,F,F,F,T,F,F,T,F,F,F,F,F,Manual,F,F,F,F,F,QA,Evolutivo,9,T,T,T,F,Satisfactorio,Beg 18/Negocio Transaccional2,
CERTI - BEG18 - ECOSISTEMA - IMPULSAME: Descripción de productos con tallas y colores,28/11/2023,F,F,F,T,F,F,F,F,F,F,F,F,Manual,F,T,F,F,T,QA,Express,17,T,T,T,F,Satisfactorio,Beg 18/Nómina Ecosistema,
CERTI | New Core | SOMOS CREDITO,29/11/2023,F,F,F,T,F,T,F,F,F,F,T,F,Manual,F,T,F,F,F,QA,Express,3,T,T,T,F,Satisfactorio,Depósito Transaccional y Seguros/Req Client - New Core,
"CERTI - CMPM - MEDIOS DE PAGO: Cambios de texto en home ""Beneficios tarjetas Bam"" ",29/11/2023,F,F,F,T,F,F,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,3,T,T,T,F,Satisfactorio,Canales - Medios de Pago - Mercadeo/Mercadeo,
CERTI | Canal Empresas | Modificación en agencia origen,29/11/2023,T,T,F,F,F,F,F,F,F,F,F,F,Manual,F,F,F,F,F,QA,Express,3,T,T,T,F,Satisfactorio,Canal Empresas/Etapa 3,
CERTI - TRANSACCIONAL - Andromeda: Creación de Clientes y Avisos de Cobro Pólizas Banca Seguros ,29/11/2023,F,F,F,F,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,QA,Express,2,T,T,T,F,Satisfactorio,Depósito Transaccional y Seguros/Andrómeda Seguros,
CERTI - CICLO DE CREDITO - CLIENTES MAS ORIGINACION: Campo 33 – CC1 Función del banco en créditos sindicados,29/11/2023,F,F,F,T,T,T,T,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,6,T,T,T,F,Satisfactorio,Ciclo de Crédito/Cliente mas Originación,
CERTI - CICLO DE CREDITO - CLIENTE MAS ORIGINACION: Campo 29 - CC1 - Proyectos nuevos,29/11/2023,T,F,T,T,T,T,T,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,8,T,T,T,F,Satisfactorio,Ciclo de Crédito/Cliente mas Originación,
CERTI - ACELERADORA - PASIVAS: QA | Trazabilidad ACH- SVP,30/11/2023,T,F,F,F,T,F,F,F,F,F,F,F,Manual,F,F,F,F,F,QA,Soporte estructural,20,T,T,T,F,Satisfactorio,Aceleradora/Pasivas,
CERTI | CANAL EMPRESAS | Certificación QA corrección de comisión masiva internacional,30/11/2023,F,F,F,T,T,F,F,F,F,F,F,F,Manual,F,F,F,F,T,QA,Express,17,T,T,T,F,Satisfactorio,Canal Empresas/Etapa 3,
CERTI - CICLO DE CREDITO - CLIENTES MAS ORIGINACION: Campo 31 - CH1 Fecha nacimiento,30/11/2023,F,F,F,T,T,T,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Evolutivo,7,T,T,T,F,Satisfactorio,Ciclo de Crédito/Cliente mas Originación,
CERTI - CICLO DE CREDITO - CLIENTES MAS ORIGINACION: Campo 15 - CC2 País origen documento,30/11/2023,F,F,F,T,T,T,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,7,T,T,T,F,Satisfactorio,Ciclo de Crédito/Cliente mas Originación,
CERTI - TRANSACCIONAL - Andromeda: Modificación de Documentos productos en Visa Cuotas,30/11/2023,T,F,F,F,F,T,T,F,F,F,F,F,Manual,F,F,F,F,F,QA,Express,3,T,T,T,F,Satisfactorio,Depósito Transaccional y Seguros/Andrómeda Seguros,
"CERTI - BEG18 - ECOSISTEMA - IMPULSAME: Configuración Navegador ""Atras"" ""Siguiente""",30/11/2023,F,F,F,T,T,F,F,F,F,F,F,F,Manual,F,T,F,F,F,QA,Express,19,T,T,T,F,Satisfactorio,Beg 18/Nómina Ecosistema,
CERTI | ACTIVATE 18 | BAAS | Proceso de traslados clientes Bam,03/12/2023,T,F,F,T,T,F,T,T,F,F,F,F,Manual,F,F,F,F,F,QA,Evolutivo,30,T,T,T,F,Satisfactorio,Activate 18/Nostradamus,
CERTI | ACTIVATE 18 | BAAS | Servicios de integración ,03/12/2023,T,F,F,T,T,T,T,T,F,F,F,F,Manual,F,F,F,F,F,QA,Evolutivo,20,T,T,T,F,Satisfactorio,Activate 18/Nostradamus,
CERTI - CICLO DE CREDITO - CLIENTES MAS ORIGINACION: Campo 50 - CH1 Monto de ingreso anual,04/12/2023,T,F,T,F,T,T,T,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,7,T,T,F,F,Satisfactorio,Ciclo de Crédito/Cliente mas Originación,
CERTI | ACTIVATE 18 | PayPal | Servicio de validación de clientes Bam,04/12/2023,F,F,F,F,T,F,T,T,F,F,F,F,Manual,F,T,F,F,T,QA,Evolutivo,15,T,T,T,F,Satisfactorio,Activate 18/Nostradamus,
"CERTI - TRANSACCIONAL - LA ACADEMIA: 666,629 Incidente Remesas",05/12/2023,F,F,F,T,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,2,T,T,T,F,Satisfactorio,Depósito Transaccional y Seguros/La Academia,
CERTI - ACELERADORA - CANAL PERSONAS: Implementar transferencias a terceros y ACH por medio de QR (Composición),06/12/2023,F,F,T,T,T,F,T,F,F,F,F,F,Manual,F,F,F,F,F,QA,Express,30,T,T,T,T,Satisfactorio,Aceleradora/Medios de Pago,
CERTI - CICLO DE CREDITO - CLIENTES MAS ORIGINACION: Campo 22- CH1Tipo de Régimen de la Propiedad,08/12/2023,T,F,T,F,F,F,T,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,1,T,T,F,F,Satisfactorio,Ciclo de Crédito/Cliente mas Originación,
CERTI - CICLO DE CREDITO - CLIENTES MAS ORIGINACION: Campo 49 - CH1 Ocupación del deudor,08/12/2023,F,F,T,F,F,T,T,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,1,T,T,F,F,Satisfactorio,Ciclo de Crédito/Cliente mas Originación,
CERTI - CICLO DE CREDITO - CLIENTES MAS ORIGINACION: Campo 8 - CH1 Destino del Activo Crediticio,08/12/2023,T,F,T,F,F,F,T,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Regulatorio,1,T,T,F,F,Satisfactorio,Ciclo de Crédito/Cliente mas Originación,
CERTI - CICLO DE CREDITO - CLIENTE MAS ORIGINACION: CH2-15 - Tasa de Interés por mora,11/12/2023,T,F,T,F,F,F,T,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,1,T,T,T,F,Satisfactorio,Ciclo de Crédito/Cliente mas Originación,
CERTI - CICLO DE CREDITO - CLIENTE MAS ORIGINACION: Campo 37 y 38 CC1 - Característica de la reestructuración,11/12/2023,T,F,F,F,F,F,T,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,2,T,T,T,F,Satisfactorio,Ciclo de Crédito/Cliente mas Originación,
CERTI | CICLO DE CRÉDITO/CLIENTES Y ORIGINACIÓN | Tiempo de laborar en la empresa,11/12/2023,T,F,F,F,F,F,T,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,2,T,T,T,F,Satisfactorio,Ciclo de Crédito/Cliente mas Originación,
CERTI | Seguros | Creación de botones para la generación de contrato y anexo de intermediarios,11/12/2023,F,F,F,T,F,F,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,3,T,T,T,F,Satisfactorio,Depósito Transaccional y Seguros/Andrómeda Seguros,
CERTI | NEW CORE | EF VENTO,12/12/2023,F,F,F,T,F,T,F,F,F,F,F,F,Manual,F,T,F,F,F,QA,Express,2,T,T,T,F,Satisfactorio,Depósito Transaccional y Seguros/Req Client - New Core,
"CERTI - CICLO DE CREDITO - CLIENTE MAS ORIGINACION: Campo 23, 30 y 31 - CC1 Número de Acta, órgano de dirección que aprobó el acta, Fecha del acta donde consta la aprobación del activo crediticio",13/12/2023,T,F,T,F,F,F,T,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,6,T,T,T,F,Satisfactorio,Ciclo de Crédito/Cliente mas Originación,
CERTI | CICLO DE CRÉDITO/CLIENTES Y ORIGINACIÓN | Campo 1-CC8 Crear campo tipo de registro de información de garantías,13/12/2023,T,F,F,F,F,F,T,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,1,T,T,T,F,Satisfactorio,Ciclo de Crédito/Cliente mas Originación,
CERTI | Aceleradora Canal Personas | Solicitud de chequeras App,13/12/2023,T,T,T,T,T,F,T,F,F,F,F,F,Manual,F,F,F,F,F,QA,Express,52,T,T,T,F,Satisfactorio,Aceleradora/Pasivas,
CERTI - CMPM - CANALES FISICOS: Proyecto Digiboleta,13/12/2023,F,F,F,T,F,F,F,F,F,F,F,F,Manual,F,F,F,F,F,QA,Evolutivo,10,T,T,T,F,Satisfactorio,Canales - Medios de pago - Mercadeo/Canales Físicos,
CERTI | Beg 18 | Trazabilidad pago de nómina nuevo canal,14/12/2023,F,F,F,T,F,F,T,F,F,F,F,F,Manual,F,F,F,F,T,QA,Evolutivo,9,T,T,T,F,Satisfactorio,Beg 18/Negocio Transaccional2,
CERTI | BEG18 | Trazabilidad Transferencias internacionales,14/12/2023,F,F,F,T,F,F,T,F,F,F,F,F,Manual,F,F,F,F,F,QA,Evolutivo,8,T,T,T,F,Satisfactorio,Beg 18/Negocio Transaccional2,
CERTI | ACTIVATE 18 | BAAS | Proceso de traslado entre cuentas,14/12/2023,T,F,F,T,F,T,T,T,F,F,F,F,Manual,F,F,F,F,F,QA,Evolutivo,20,T,T,T,F,Satisfactorio,Activate 18/Nostradamus,
"CERTI | Beg 18 | TRANSACCIONAL: Proyecto Liquidación Inmediata Adquirencia - Afiliación de cliente, Configuración correo y SFTP, Configuración de Cuenta Frontend",14/12/2023,T,F,F,T,F,F,F,F,F,F,F,F,Manual,F,T,F,F,F,QA,Evolutivo,57,T,T,T,F,Satisfactorio,Beg 18/Negocio Transaccional2,
CERTI | CICLO DE CRÉDITO/CLIENTES Y ORIGINACIÓN | : Creación de campo en cobis cliente categoría SIB,15/12/2023,T,F,T,F,F,F,T,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,3,T,T,T,F,Satisfactorio,Ciclo de Crédito/Cliente mas Originación,
CERTI | Empresas | Ruta Critica BAM Virtual Empresas y BAM App Empresas ACH Saliente y ACH entrante,15/12/2023,F,F,F,T,T,F,T,F,F,F,F,F,Manual,F,T,F,F,F,QA,Evolutivo,17,T,T,T,F,Satisfactorio,Canal Empresas/Etapa 3,
CERTI | CICLO DE CRÉDITO/CLIENTES Y ORIGINACIÓN | Nombre de la calificadora de riesgo,15/12/2023,T,F,T,F,F,F,T,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,1,T,T,T,F,Satisfactorio,Ciclo de Crédito/Cliente mas Originación,
CERTI - ACELERADORA - CANAL PERSONAS: Traslado de opción Adelanto de efectivo,16/12/2023,T,F,T,T,T,F,F,F,F,F,F,F,Manual,F,F,F,F,F,QA,Express,4,T,T,T,T,Satisfactorio,Aceleradora/Medios de Pago,
CERTI - ACELERADORA - CANAL PERSONAS: Creación Menú Ayuda - Prelogin,16/12/2023,T,F,T,T,T,F,F,F,F,F,F,F,Manual,F,F,F,F,F,QA,Express,5,T,T,T,T,Satisfactorio,Aceleradora/Medios de Pago,
CERTI - ACTIVATE 18 - PayPal - Servicio de validación de cuentas de otros bancos ,18/12/2023,F,F,F,F,T,F,T,T,F,F,F,F,Manual,F,T,F,F,T,QA,Evolutivo,17,T,T,F,F,Satisfactorio,Activate 18/Nostradamus,
CERTI - BEG18 - ECOSISTEMA - IMPULSAME:  Mejoras F&F Sprint 25,18/12/2023,F,F,F,T,F,F,F,F,F,F,F,F,Manual,F,T,F,F,F,QA,Express,4,T,T,T,F,Satisfactorio,Beg 18/Nómina Ecosistema,
CERTI - TRANSACCIONAL - ANDROMEDA / DEPOSITOS: Identificación Procesos Impactados en Mantenimientos Depósitos,18/12/2023,F,F,F,T,F,F,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,3,T,T,T,F,Satisfactorio,Depósito Transaccional y Seguros/Andrómeda Depósitos,
CERTI - CICLO DE CREDITO - CLIENTES MAS ORIGINACION: Campo 16 -CC8 Valor de la garantía según informe aceptable de actualización de avalúo,18/12/2023,T,T,T,F,F,F,T,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,4,T,T,T,F,Satisfactorio,Ciclo de Crédito/Cliente mas Originación,
Certificate 270541: CERTI - CICLO DE CREDITO - CLIENTES MAS ORIGINACION: Campo 17 - CC8 Fecha de informe aceptable de actualización de avalúo,18/12/2023,T,T,T,F,F,F,T,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,3,T,T,T,F,Satisfactorio,Ciclo de Crédito/Cliente mas Originación,
CERTI - CICLO DE CREDITO - CLIENTES MAS ORIGINACION: Campo 4- CC8 Código de detalle de tipo de garantías,18/12/2023,T,T,T,F,F,F,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,5,T,T,T,F,Satisfactorio,Ciclo de Crédito/Cliente mas Originación,
CERTI - ACELERADORA - PASIVAS:   Solicitud de chequeras para Backend y Web,18/12/2023,T,F,F,F,F,F,F,F,F,F,F,F,Manual,F,T,F,F,F,QA,Express,45,T,T,T,F,Satisfactorio,Aceleradora/Pasivas,
CERTI - CICLO DE CREDITO - CLIENTE MAS ORIGINACION: Campo-22-CC8 Fecha del Informe de inspección,19/12/2023,F,F,F,F,T,F,T,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,1,T,T,T,F,Satisfactorio,Ciclo de Crédito/Cliente mas Originación,
CERTI - CICLO DE CREDITO - CLIENTES MAS ORIGINACION:  CC3 - Campo 35 - Monto de quitas o descuentos a capital en el mes,19/12/2023,T,T,T,F,T,F,T,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,1,T,T,T,F,Satisfactorio,Ciclo de Crédito/Cliente mas Originación,
CERTI - BEG 18 - NOMINA ECOSISTEMA: Mitigación de vulnerabilidades Pentest,20/12/2023,F,F,F,T,F,F,F,F,F,F,F,F,Manual,F,F,F,F,T,QA,Express,9,T,T,T,F,Satisfactorio,Beg 18/Nómina Ecosistema,
CERTI - CANAL EMPRESA: Consulta de tipo de Cambio en Bamvirtual Empresas,20/12/2023,F,F,F,T,T,T,F,F,F,F,F,F,Manual,F,F,F,F,F,QA,Evolutivo,20,T,T,T,F,Satisfactorio,Canal Empresas/Etapa 3,
CERTI - ACTIVATE 18 - PAYPAL : Proceso de traslados clientes otros bancos.,21/12/2023,T,F,T,T,F,T,T,T,F,F,F,F,Manual,F,F,F,F,F,QA,Evolutivo,40,T,T,T,F,Satisfactorio,Activate 18/Nostradamus,
CERTI - CICLO DE CREDITO - CLIENTES MAS ORIGINACION: Campo 11-CC8 Lugar que ocupa la hipoteca,21/12/2023,T,T,T,F,T,F,T,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,5,T,T,T,F,Satisfactorio,Ciclo de Crédito/Cliente mas Originación,
CERTI - EVOLUCION INTERNA - SPARTANS/LA CUADRA: Columna nueva y actualización de documentos.,21/12/2023,F,F,F,T,F,F,T,T,F,F,F,F,Manual,F,T,F,F,F,QA,Express,2,F,F,F,F,Satisfactorio,Evolución Interna/Finanzas + Contabilidad,
"CERTI - DTS - ANDROMEDA/DEPOSITOS: Actualizar contratos para las aperturas de cuentas Pasivas, para cliente individual y jurídico.",21/12/2023,F,F,F,T,F,F,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,4,T,T,T,F,Satisfactorio,Depósito Transaccional y Seguros/Andrómeda Depósitos,
CERTI - CICLO DE CREDITO - CLIENTES MAS ORIGINACION:  Campo 21 - CC8 Situación de la garantía,21/12/2023,T,T,T,F,T,F,T,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,6,T,T,T,T,Satisfactorio,Ciclo de Crédito/Cliente mas Originación,
CERTI - ACELERADORA - ACTIVAS: Descarga de movimientos de prestamos en PDF - App ,26/12/2023,T,F,F,T,T,T,F,F,F,F,F,F,Manual,F,T,F,F,F,QA,Express,23,T,T,T,F,Satisfactorio,Aceleradora/Activas,
CERTI - ACTIVATE 18 - BAAS: Alta de Aliados Técnicos y Comerciales,26/12/2023,F,F,F,T,F,T,T,F,F,F,F,F,Manual,F,F,F,F,F,QA,Cambio directo,2,T,T,T,F,Satisfactorio,Actívate 18/Aliados,
"CERTI - ACELERADORA - PASIVAS:  Mejoras app | Efectivo móvil, isRedundant y Widget productos",27/12/2023,T,F,F,F,F,F,F,F,F,F,F,F,Manual,F,F,F,F,F,QA,Soporte estructural,5,T,T,T,F,Satisfactorio,Aceleradora/Pasivas,
CERTI - CICLO DE CREDITO - CLIENTES MAS ORIGINACION: Campo 16 - CC1 Destino del activo crediticio - Cambio de catálogo de actividades económicas y criterios de aceptación en modulo cobis cliente.,27/12/2023,T,T,T,F,T,F,T,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,24,T,T,T,F,Satisfactorio,Ciclo de Crédito/Cliente mas Originación,
CERTI - CMPM - MEDIOS DE PAGO: Cambios en la pantalla de autenticación cliente TD VCAS,27/12/2023,F,F,F,T,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Evolutivo,2,T,T,T,F,Satisfactorio,Canales - Medios de Pago - Mercadeo/Qué Explota,
CERTI - CMPM - MEDIOS DE PAGO: Creación de un reporte de transacciones aprobadas y rechazadas con tarjeta débito,27/12/2023,F,F,F,T,F,F,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,2,T,T,T,F,Satisfactorio,Canales - Medios de Pago - Mercadeo/Qué Explota,
CERTI - CMPM - MEDIOS DE PAGO: Contabilización de transacciones PREABRITRAJES poliza LIQ VISA $,27/12/2023,F,F,F,F,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,1,T,T,T,F,Satisfactorio,Canales - Medios de Pago - Mercadeo/Qué Explota,
CERTI - EVOLUCION GUERREROS Z – FINANZAS Y CONTABILIDAD: SGR 667828 - Mantenimiento CC,28/12/2023,F,F,F,T,F,T,T,T,T,T,T,T,Manual,F,T,F,F,F,QA,Express,2,F,F,F,F,Satisfactorio,Evolución Interna/Finanzas + Contabilidad,
CERTI - ACELERADORA – PASIVAS: QA | Comisión trasferencias Internacionales,28/12/2023,T,F,F,F,F,F,F,F,F,F,F,F,Manual,F,F,F,F,F,QA,Soporte estructural,12,T,T,T,F,Satisfactorio,Aceleradora/Pasivas,
"CERTI - BEG 18 - TRANSACCIONAL: Proyecto Liquidación Inmediata Adquirencia - BackEnd | Orquestadora Visanet | Cierres | Consultas de aliado, correo y afiliados | Trazabilidad",28/12/2023,T,T,T,T,T,T,T,T,F,F,F,F,Manual,F,F,F,F,T,QA,Evolutivo,78,T,T,T,F,Satisfactorio,Beg 18/Negocio Transaccional2,
"CERTI - BEG 18 - TRANSACCIONAL: Estructura de Aquirencia, Edición de Afiliación, Reporte de Clientes Backoffice",28/12/2023,F,F,F,T,F,F,T,T,F,F,F,F,Manual,F,T,F,F,F,QA,Evolutivo,63,T,T,T,F,Satisfactorio,Beg 18/Negocio Transaccional2,
CERTI - CMPM - MERCADEO: Recordatorios Automáticos,28/12/2023,F,F,F,T,F,F,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,1,T,T,T,F,Satisfactorio,Canales - Medios de Pago - Mercadeo/Mercadeo,
CERTI - TRANSACCIONAL - ANDROMEDA / DEPOSITOS:  Generacion de Logs de forma quincenal,28/12/2023,F,F,F,T,F,F,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,1,T,T,T,F,Satisfactorio,Depósito Transaccional y Seguros/Andrómeda Depósitos,
CERTI - TRANSACCIONAL - ANDROMEDA / DEPOSITOS: Habilitar Subproducto 3 Ahorro Plus Interés Diario,28/12/2023,F,F,F,T,F,F,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,3,T,T,T,F,Satisfactorio,Depósito Transaccional y Seguros/Andrómeda Depósitos,
CERTI - CMPM - MERCADEO: Reporte de comunicación de Crédito Fácil,28/12/2023,F,F,F,T,F,F,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,1,T,T,T,F,Satisfactorio,Canales - Medios de Pago - Mercadeo/Mercadeo,
CERTI - BEG18 - TRANSACCIONAL: Pruebas de Performance a la Orquestadora de Visanet,29/12/2023,F,F,F,F,F,F,F,F,T,T,F,F,Manual,F,F,T,T,T,QA,Evolutivo,12,T,T,T,F,Satisfactorio,Beg 18/Negocio Transaccional2,
CERTI - CICLO DE CREDITO - CLIENTES MAS ORIGINACION: Creación de campos información financiera utilizada Trámites,29/12/2023,T,F,T,F,T,F,T,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,2,T,T,T,F,Satisfactorio,Ciclo de Crédito/Cliente mas Originación,
CERTI - TRANSACCIONAL - NEW CORE: Efectivo Fácil Magrisa ,29/12/2023,F,F,F,T,F,T,F,F,F,F,F,F,Manual,F,T,F,F,F,QA,Express,3,T,T,T,F,Satisfactorio,Depósito Transaccional y Seguros/Req Client - New Core,
CERTI - TRANSACCIONAL - NEW CORE:  CXCA Automotrix ,29/12/2023,F,F,F,T,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,QA,Express,3,T,T,T,F,Satisfactorio,Depósito Transaccional y Seguros/Req Client - New Core,
CERTI - CMPM - MERCADEO: ,29/12/2023,F,F,F,T,F,F,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,2,T,T,T,F,Satisfactorio,Canales - Medios de Pago - Mercadeo/Mercadeo,
CERTI | Evolución Interna Célula conjunta Spartan/La Cuadra adjuntos | Modificación archivo barridas nocturnas,02/01/2024,F,F,F,T,F,F,T,T,T,T,T,T,Manual,F,T,F,F,F,Desarrollo,Express,4,F,F,F,F,Satisfactorio,Evolución Interna/Administración + Talento Humano,
